product_name,media_type,role,url,alt_text,width_px,height_px,local_path
Cuvée Royale Brut,image,bottle_shot,https://www.josephperrier.com/wp-content/uploads/2024/06/royale-cuvees-versionheader@2x@2x@2x@2x@2x@2x@2x.webp,Cuvée Royale Brut Maison Joseph Perrier,881.0,1920.0,output/images/p001_bottle_shot_c81f6e3c.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/patrimoine.webp,,720.0,434.0,output/images/p001_gallery_ce9f4a8b.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/savoir-faire.webp,,718.0,434.0,output/images/p001_gallery_6f5c683e.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/actu.webp,,720.0,434.0,output/images/p001_gallery_28091a5f.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Cuvees-transparentes_0005_Brut-Royal.webp,,210.0,725.0,output/images/p001_gallery_97b8e5e9.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Cuvees-transparentes_0006_Nature.webp,,210.0,727.0,output/images/p001_gallery_4d632858.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Cuvees-transparentes_0003_Blanc-de-blancs.webp,,210.0,725.0,output/images/p001_gallery_41bc3688.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Cuvees-transparentes_0004_Brut-rose.webp,,210.0,726.0,output/images/p001_gallery_fc601a1e.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Cuvees-transparentes_0007_Vintage.webp,,210.0,725.0,output/images/p001_gallery_7b968aaa.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Cuvees-transparentes_0002_Demi-sec.webp,,209.0,724.0,output/images/p001_gallery_201e6563.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2025/01/Joseph-Perrier-Xavier-Lavictoire-Le-Ciergelot-HD-1.webp,,208.0,725.0,output/images/p001_gallery_b544b43d.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2023/02/visu-cab-menu-xl-.svg,,208.0,725.0,output/images/p001_gallery_2689f7c9.svg
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Cuvees-transparentes_0000_Josephine.webp,,211.0,730.0,output/images/p001_gallery_ad03f645.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2025/01/Joseph-Perrier-Xavier-Lavictoire-Jeroboam-cuvee-200-725.webp,,212.0,725.0,output/images/p001_gallery_cd0f1f66.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Logo-simple.svg,Joseph Perrier Home,177.0,20.0,output/images/p001_gallery_608174ad.svg
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Logo-simple-white.svg,,,,output/images/p001_gallery_c64ec62a.svg
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/logo-sigle-jope.svg,,52.0,52.0,output/images/p001_gallery_5e736a9c.svg
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/07/Cuvees_0005_Brut-Royal_sans_ombre.webp,Cuvée Royale Brut Maison Joseph Perrier,553.0,1920.0,output/images/p001_gallery_5c0c6e7c.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Descendre.svg,Lire la suite,120.0,119.0,output/images/p001_gallery_d36da6d6.svg
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/07/Cuvees_0005_Brut-Royal_sans_ombre-295x1024.webp,Cuvée Royale Brut Maison Joseph Perrier,295.0,1024.0,output/images/p001_gallery_d6f98841.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2021/03/logo-drink-business.png,,391.0,171.0,output/images/p001_gallery_9cd645a4.png
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2021/03/CSWWC-gold-2023-1024x1024.webp,,800.0,800.0,output/images/p001_gallery_da8dbe73.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2021/03/DWWA_NO_GLASS_BLACK_710x.webp,,710.0,359.0,output/images/p001_gallery_f8feb489.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2021/03/James-suckling-3x2-1.webp,,567.0,378.0,output/images/p001_gallery_c93504d0.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2025/01/Le-Point-logo.webp,,,,output/images/p001_gallery_dd62d72d.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2021/03/terres-de-vins-logo-1024x330.webp,,,,output/images/p001_gallery_1fce6d46.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2025/01/bettane_dessauve.webp,,,,output/images/p001_gallery_9cc52998.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/07/Cuvees_0003_Blanc-de-blancs_sans_ombre-295x1024.webp,,295.0,1024.0,output/images/p001_gallery_6ed4ca21.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/07/Cuvees_0004_Brut-rose_sans_ombre-295x1024.webp,,295.0,1024.0,output/images/p001_gallery_43896afb.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/07/Cuvees_0006_Nature_sans_ombre-294x1024.webp,,294.0,1024.0,output/images/p001_gallery_ff033a93.webp
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Logo-couleur.svg,,166.0,99.0,output/images/p001_gallery_48ce4a61.svg
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/facebook.svg,Facebook,22.0,22.0,output/images/p001_gallery_2f3c6c80.svg
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Insta.svg,Instagram,22.0,22.0,output/images/p001_gallery_b9d4540d.svg
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Linkedin.svg,Linkedin,22.0,22.0,output/images/p001_gallery_cffcfdae.svg
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2026/04/Logo_RF-compressed.svg,,1538.0,906.0,output/images/p001_gallery_71eb1668.svg
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2024/06/Logo-simple-vertical.svg,,37.0,321.0,output/images/p001_gallery_6872fbe8.svg
Cuvée Royale Brut,image,gallery,https://www.josephperrier.com/wp-content/uploads/2025/02/Logo-blanc-jope-prehome.svg,,259.0,155.0,output/images/p001_gallery_62d97178.svg
Cuvée Royale Brut Nature,image,bottle_shot,https://www.josephperrier.com/wp-content/uploads/2024/06/nature-cuvees-versionheader@2x.webp,nature-cuvees-versionheader@2x,881.0,1920.0,output/images/p002_bottle_shot_6f3a2e11.webp
